record_role,schema_version,as_of,source_authorities,path,url,wordpress_type,content_kind,final_disposition,content_state,revision_scope,revision_id,revision_digest,revision_review_decision,semantic_review_status,target_mapping_status,delivery_status,dev_execution_handoff_id,dev_draft_post_id,robot_ready,blocker_codes,next_action
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/brefy-po-rewizji-europejskiego-biura-ippc-nowy-projekt-konkluzji-bat,https://ekologus.dev.proudsite.pl/brefy-po-rewizji-europejskiego-biura-ippc-nowy-projekt-konkluzji-bat,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/burza-w-odpadach-2018-2019,https://ekologus.dev.proudsite.pl/burza-w-odpadach-2018-2019,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/ciagle-zmiany-w-prawie-wodnym,https://ekologus.dev.proudsite.pl/ciagle-zmiany-w-prawie-wodnym,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/co-powinien-wiedziec-kierownik-skladowiska-odpadow,https://ekologus.dev.proudsite.pl/co-powinien-wiedziec-kierownik-skladowiska-odpadow,post,editorial,noindex,not_required,historical,content_revision_8a27848157eb46d79b91460ee1ae1a92,6d540078ef1435a04961568df748489a5f9bbebc3e31f23c916cc3120bc58ee1,approved,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/czy-kazda-rozbudowa-zakladu-przemyslowego-wymaga-decyzji-srodowiskowej,https://ekologus.dev.proudsite.pl/czy-kazda-rozbudowa-zakladu-przemyslowego-wymaga-decyzji-srodowiskowej,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_historic_date;cta_target_verification_required;current_revision_missing;current_work_item_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_duplicate_split_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/czy-przygotowane-wieloletnie-plany-inwestycyjne-z-zakresu-gospodarki-odpadami-spelniaja-nowe-wymagania-prawne,https://ekologus.dev.proudsite.pl/czy-przygotowane-wieloletnie-plany-inwestycyjne-z-zakresu-gospodarki-odpadami-spelniaja-nowe-wymagania-prawne,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/czy-wiesz-ze-zgodnie-z-nowa-norma-iso-45001-masz-obowiazek-reagowac-na-sytuacje-awaryjne,https://ekologus.dev.proudsite.pl/czy-wiesz-ze-zgodnie-z-nowa-norma-iso-45001-masz-obowiazek-reagowac-na-sytuacje-awaryjne,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_guarantee;content_flag_product_scope;cta_target_verification_required;current_revision_missing;current_work_item_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/czy-wysokosc-skladowiska-odpadow-liczy-sie-z-warstwa-rekultywacyjna,https://ekologus.dev.proudsite.pl/czy-wysokosc-skladowiska-odpadow-liczy-sie-z-warstwa-rekultywacyjna,post,editorial,keep,written_approved,current,content_revision_c7488cc138a142e7964c732c3204374a,7ebe557a68a0a45f025a22f162bba780c36ebff36b49e93152b72664e311f09d,approved,zero_findings,,dev_draft_verified,wordpress_draft_handoff_content_work_item_content_decision_https___www_ekologus_pl_czy_wysokosc_skladowiska_odpadow_liczy_sie_z_warstwa_rek_content_revision_c7488cc138a142e7964c732c3204374a,1997,false,,confirm_exact_target_mapping
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/czym-jest-europejski-system-ekozarzadzania-i-audytu-emas,https://ekologus.dev.proudsite.pl/czym-jest-europejski-system-ekozarzadzania-i-audytu-emas,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,cta_target_verification_required;current_revision_missing;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;unknown_service_card;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/czym-jest-goz-i-jakie-sa-jego-zalozenia,https://ekologus.dev.proudsite.pl/czym-jest-goz-i-jakie-sa-jego-zalozenia,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_historic_date;content_flag_product_scope;cta_target_verification_required;current_revision_missing;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;unknown_service_card;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/czym-kierowac-sie-podczas-kupna-sorbentu-aby-dobrac-go-odpowiednio-do-naszych-potrzeb,https://ekologus.dev.proudsite.pl/czym-kierowac-sie-podczas-kupna-sorbentu-aby-dobrac-go-odpowiednio-do-naszych-potrzeb,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_product_scope;cta_target_verification_required;current_revision_missing;current_work_item_missing;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/czym-sa-historyczne-zanieczyszczenia-i-jakie-obowiazki-ma-wlasciciel-gruntu,https://ekologus.dev.proudsite.pl/czym-sa-historyczne-zanieczyszczenia-i-jakie-obowiazki-ma-wlasciciel-gruntu,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_historic_date;cta_target_verification_required;current_revision_missing;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;unknown_service_card;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/diwass-od-2026-roku-co-zmienia-cyfrowy-system-transgranicznego-przemieszczania-odpadow,https://ekologus.dev.proudsite.pl/diwass-od-2026-roku-co-zmienia-cyfrowy-system-transgranicznego-przemieszczania-odpadow,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_guarantee;content_flag_historic_date;cta_target_verification_required;current_revision_missing;current_work_item_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/dlaczego-i-kiedy-nalezy-wykonac-ocene-stanu-jakosci-gleby-ziemi-i-wod-podziemnych,https://ekologus.dev.proudsite.pl/dlaczego-i-kiedy-nalezy-wykonac-ocene-stanu-jakosci-gleby-ziemi-i-wod-podziemnych,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_historic_date;cta_target_verification_required;current_revision_missing;current_work_item_missing;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/dlaczego-mowimy-o-compliance-czyli-zarzadzaniu-zgodnoscia,https://ekologus.dev.proudsite.pl/dlaczego-mowimy-o-compliance-czyli-zarzadzaniu-zgodnoscia,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_guarantee;content_flag_product_scope;cta_target_verification_required;current_revision_missing;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;unknown_service_card;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/dlaczego-warto-skorzystac-z-uslug-specjalistow-ds-ochrony-srodowiska,https://ekologus.dev.proudsite.pl/dlaczego-warto-skorzystac-z-uslug-specjalistow-ds-ochrony-srodowiska,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_guarantee;content_flag_historic_date;content_flag_product_scope;cta_target_verification_required;current_revision_missing;current_work_item_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/dofinansowanie-na-realizacje-uslug-rozwojowych-dla-msp,https://ekologus.dev.proudsite.pl/dofinansowanie-na-realizacje-uslug-rozwojowych-dla-msp,post,editorial,noindex,not_required,historical,content_revision_02a7ac76b5f344ef861054f05dd42b85,023c38b96990f631ba99c133964b251818d071d1c2baf82fd3f39fa16333d1e5,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/dokumentacja-srodowiskowa-w-procesie-inwestycyjnym,https://ekologus.dev.proudsite.pl/dokumentacja-srodowiskowa-w-procesie-inwestycyjnym,post,editorial,keep,written_approved,current,content_revision_410eb8e1f1264d18a8cb825996a0be84,b26f527ed2ed9e4bf034d7717f97913f1354d678e95148028871070fbac061e5,approved,zero_findings,,dev_draft_verified,wordpress_draft_handoff_content_work_item_content_decision_https___www_ekologus_pl_dokumentacja_srodowiskowa_w_procesie_inwestycyjnym_content_revision_410eb8e1f1264d18a8cb825996a0be84,1993,false,,confirm_exact_target_mapping
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/dotacje-na-szkolenia-z-krajowego-funduszu-szkoleniowego-2017,https://ekologus.dev.proudsite.pl/dotacje-na-szkolenia-z-krajowego-funduszu-szkoleniowego-2017,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/eko-check-lista-na-koniec-2023,https://ekologus.dev.proudsite.pl/eko-check-lista-na-koniec-2023,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/europejski-zielony-lad-co-to-takiego,https://ekologus.dev.proudsite.pl/europejski-zielony-lad-co-to-takiego,post,editorial,keep,written_approved,current,content_revision_3e3b1a927c164c33aae13471250f5aab,f4674570416c51fe6b321cdd59d5ff83a3cd27e1bee7aad2a5fd657cbf35a6ee,approved,zero_findings,blocked_target_unavailable,blocked_target_unavailable,,,false,target_unavailable,configure_wordpress_dev_rest_and_retry_target_discovery
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/fundusze-europejskie-dla-wojewodztwa-slaskiego-2021-2027-wsparcie-msp-na-rzecz-transformacji,https://ekologus.dev.proudsite.pl/fundusze-europejskie-dla-wojewodztwa-slaskiego-2021-2027-wsparcie-msp-na-rzecz-transformacji,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/informacja-o-opakowaniach-i-odpadach-opakowaniowych-oraz-o-oplacie-produktowej,https://ekologus.dev.proudsite.pl/informacja-o-opakowaniach-i-odpadach-opakowaniowych-oraz-o-oplacie-produktowej,post,editorial,keep,written_approved,current,content_revision_022ba626e0e9410199b8874802dea35f,7fc41cb10dc4ec8825f2d390c4c80eb1e125f97e7b1ba04d107b8f5015a0499f,approved,zero_findings,confirmed_the_content,dev_draft_verified,wordpress_draft_handoff_content_work_item_content_decision_https___www_ekologus_pl_informacja_o_opakowaniach_i_odpadach_opakowaniowych_oraz_content_revision_022ba626e0e9410199b8874802dea35f,1999,false,,confirm_exact_target_mapping
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/istotne-zmiany-prawne-dla-przedsiebiorcow-w-sierpniu-2019,https://ekologus.dev.proudsite.pl/istotne-zmiany-prawne-dla-przedsiebiorcow-w-sierpniu-2019,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/jak-dobrac-sorbent-do-twojej-branzy-praktyczny-przewodnik-z-produktami,https://ekologus.dev.proudsite.pl/jak-dobrac-sorbent-do-twojej-branzy-praktyczny-przewodnik-z-produktami,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_guarantee;content_flag_product_scope;cta_target_verification_required;current_revision_missing;current_work_item_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/jak-postepowac-z-odpadami-w-swietle-nowej-ustawy-z-14-12-2012-r,https://ekologus.dev.proudsite.pl/jak-postepowac-z-odpadami-w-swietle-nowej-ustawy-z-14-12-2012-r,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/jak-postepowac-z-olejami-odpadowymi,https://ekologus.dev.proudsite.pl/jak-postepowac-z-olejami-odpadowymi,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_guarantee;content_flag_product_scope;cta_target_verification_required;current_revision_missing;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;unknown_service_card;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/jak-powinien-funkcjonowac-zaklad-ripok-mbp,https://ekologus.dev.proudsite.pl/jak-powinien-funkcjonowac-zaklad-ripok-mbp,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kariera/ekspert-ds-ochrony-srodowiska,https://ekologus.dev.proudsite.pl/kariera/ekspert-ds-ochrony-srodowiska,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kariera/handlowiec-ds-sprzedazy-srodkow-technicznych,https://ekologus.dev.proudsite.pl/kariera/handlowiec-ds-sprzedazy-srodkow-technicznych,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kariera/koordynator-ds-organizacji-i-obslugi-szkolen-oraz-eventow,https://ekologus.dev.proudsite.pl/kariera/koordynator-ds-organizacji-i-obslugi-szkolen-oraz-eventow,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kariera/specjlaista-ds-ochrony-srodowiska,https://ekologus.dev.proudsite.pl/kariera/specjlaista-ds-ochrony-srodowiska,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kategoria-oferty/oferty-b2b,https://ekologus.dev.proudsite.pl/kategoria-oferty/oferty-b2b,,taxonomy_or_system,remove,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_remove,execute_remove_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kategoria-oferty/oferty-pracy,https://ekologus.dev.proudsite.pl/kategoria-oferty/oferty-pracy,,taxonomy_or_system,remove,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_remove,execute_remove_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kategorie-bazy-wiedzy/doradztwo-ekologiczne,https://ekologus.dev.proudsite.pl/kategorie-bazy-wiedzy/doradztwo-ekologiczne,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kategorie-bazy-wiedzy/gospodarka-odpadami,https://ekologus.dev.proudsite.pl/kategorie-bazy-wiedzy/gospodarka-odpadami,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kategorie-bazy-wiedzy/gospodarka-wodno-sciekowa,https://ekologus.dev.proudsite.pl/kategorie-bazy-wiedzy/gospodarka-wodno-sciekowa,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kategorie-bazy-wiedzy/ochrona-srodowiska,https://ekologus.dev.proudsite.pl/kategorie-bazy-wiedzy/ochrona-srodowiska,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kategorie-bazy-wiedzy/przepisy-prawa,https://ekologus.dev.proudsite.pl/kategorie-bazy-wiedzy/przepisy-prawa,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kategorie-bazy-wiedzy/rekultywacja,https://ekologus.dev.proudsite.pl/kategorie-bazy-wiedzy/rekultywacja,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kategorie-bazy-wiedzy/sorbenty,https://ekologus.dev.proudsite.pl/kategorie-bazy-wiedzy/sorbenty,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
